Date,Adj Close
10/10/2000,31.284147
10/11/2000,30.567387
10/12/2000,29.766323
10/13/2000,30.356577
10/16/2000,31.916563
10/17/2000,31.03116
10/18/2000,31.537117
10/19/2000,32.253872
10/20/2000,31.410645
10/23/2000,31.916563
10/24/2000,32.633324
10/25/2000,30.989023
10/26/2000,29.302544
10/27/2000,29.176044
10/30/2000,29.513348
10/31/2000,30.609562
11/1/2000,31.494946
11/2/2000,32.675495
11/3/2000,31.958731
11/6/2000,33.054947
11/7/2000,33.012772
11/8/2000,32.886307
11/9/2000,31.790094
11/10/2000,29.471182
11/13/2000,30.567387
11/14/2000,31.621443
11/15/2000,33.054947
11/16/2000,32.549
11/17/2000,32.759804
11/20/2000,32.296021
11/21/2000,31.790094
11/22/2000,30.946861
11/23/2000,
11/24/2000,30.483072
11/27/2000,33.26577
11/28/2000,33.054947
11/29/2000,34.994389
11/30/2000,35.205215
12/1/2000,34.530624
12/4/2000,36.301418
12/5/2000,37.271145
12/6/2000,36.976006
12/7/2000,37.102486
12/8/2000,36.723038
12/11/2000,34.657097
12/12/2000,34.994389
12/13/2000,33.940342
12/14/2000,34.446281
12/15/2000,33.645214
12/18/2000,34.109001
12/19/2000,32.380356
12/20/2000,33.054092
12/21/2000,34.953766
12/22/2000,35.460339
12/25/2000,
12/26/2000,34.193916
12/27/2000,35.502552
12/28/2000,35.755833
12/29/2000,35.882507
1/1/2001,
1/2/2001,36.389072
1/3/2001,39.470734
1/4/2001,37.951012
1/5/2001,36.431282
1/8/2001,36.431282
1/9/2001,35.629211
1/10/2001,34.91156
1/11/2001,35.080418
1/12/2001,35.755833
1/15/2001,
1/16/2001,36.937847
1/17/2001,36.431282
1/18/2001,35.840286
1/19/2001,34.320545
1/22/2001,35.502552
1/23/2001,36.051334
1/24/2001,36.13578
1/25/2001,36.473503
1/26/2001,36.220215
1/29/2001,36.60857
1/30/2001,36.318142
1/31/2001,38.364727
2/1/2001,37.621738
2/2/2001,36.986828
2/5/2001,36.365429
2/6/2001,35.933151
2/7/2001,36.919296
2/8/2001,35.325245
2/9/2001,34.04192
2/12/2001,36.101994
2/13/2001,36.541035
2/14/2001,35.798058
2/15/2001,35.122616
2/16/2001,35.365765
2/19/2001,
2/20/2001,36.068249
2/21/2001,33.913593
2/22/2001,33.569138
2/23/2001,33.960865
2/26/2001,34.494473
2/27/2001,34.440434
2/28/2001,33.832539
3/1/2001,32.650524
3/2/2001,33.042278
3/5/2001,32.670807
3/6/2001,33.467796
3/7/2001,34.244576
3/8/2001,34.886223
3/9/2001,34.298599
3/12/2001,32.630268
3/13/2001,32.961216
3/14/2001,31.880535
3/15/2001,32.319569
3/16/2001,31.698181
3/19/2001,32.002113
3/20/2001,32.339825
3/21/2001,32.678032
3/22/2001,31.731033
3/23/2001,32.177486
3/26/2001,33.550636
3/27/2001,34.017372
3/28/2001,33.591217
3/29/2001,34.240582
3/30/2001,34.159424
4/2/2001,34.254108
4/3/2001,33.273304
4/4/2001,33.733276
4/5/2001,34.18647
4/6/2001,34.659977
4/9/2001,34.024124
4/10/2001,34.389397
4/11/2001,33.97678
4/12/2001,33.618271
4/13/2001,
4/16/2001,33.178604
4/17/2001,33.307121
4/18/2001,35.667854
4/19/2001,35.512268
4/20/2001,34.977882
4/23/2001,35.201107
4/24/2001,33.888847
4/25/2001,34.274395
4/26/2001,34.659977
4/27/2001,35.735481
4/30/2001,34.99818
5/1/2001,36.188679
5/2/2001,35.904602
5/3/2001,35.918106
5/4/2001,35.863998
5/7/2001,35.207882
5/8/2001,35.160526
5/9/2001,34.896721
5/10/2001,36.134575
5/11/2001,36.594524
5/14/2001,36.763657
5/15/2001,35.174053
5/16/2001,34.937298
5/17/2001,35.011711
5/18/2001,35.201107
5/21/2001,35.985752
5/22/2001,36.202225
5/23/2001,35.525776
5/24/2001,35.776077
5/25/2001,34.632931
5/28/2001,
5/29/2001,34.639675
5/30/2001,34.815548
5/31/2001,35.00494
6/1/2001,34.98465
6/4/2001,34.49086
6/5/2001,34.700558
6/6/2001,34.328514
6/7/2001,34.565277
6/8/2001,34.511158
6/11/2001,33.97678
6/12/2001,34.206768
6/13/2001,33.922668
6/14/2001,33.482998
6/15/2001,32.569809
6/18/2001,32.820099
6/19/2001,33.050079
6/20/2001,33.734241
6/21/2001,34.174549
6/22/2001,33.856174
6/25/2001,33.192348
6/26/2001,33.260059
6/27/2001,32.853626
6/28/2001,33.442982
6/29/2001,33.056839
7/2/2001,33.700371
7/3/2001,33.341351
7/4/2001,
7/5/2001,32.921375
7/6/2001,32.067852
7/9/2001,32.684288
7/10/2001,32.17625
7/11/2001,33.090725
7/12/2001,35.12291
7/13/2001,35.83419
7/16/2001,36.227058
7/17/2001,36.139
7/18/2001,36.565765
7/19/2001,36.735123
7/20/2001,36.76897
7/23/2001,35.922215
7/24/2001,35.969643
7/25/2001,37.324432
7/26/2001,37.595398
7/27/2001,37.534435
7/30/2001,37.85281
7/31/2001,37.866352
8/1/2001,37.263485
8/2/2001,37.927319
8/3/2001,37.520885
8/6/2001,36.918011
8/7/2001,37.310894
8/8/2001,36.938328
8/9/2001,36.694447
8/10/2001,36.308342
8/13/2001,35.359985
8/14/2001,35.468376
8/15/2001,35.224518
8/16/2001,35.01453
8/17/2001,34.411648
8/20/2001,34.946781
8/21/2001,33.829067
8/22/2001,34.032303
8/23/2001,33.693596
8/24/2001,34.51326
8/27/2001,34.133896
8/28/2001,33.937454
8/29/2001,33.293949
8/30/2001,32.243977
8/31/2001,32.548809
9/3/2001,
9/4/2001,32.819771
9/5/2001,33.293949
9/6/2001,32.088169
9/7/2001,31.309175
9/10/2001,31.315941
9/11/2001,
9/12/2001,
9/13/2001,
9/14/2001,
9/17/2001,29.805344
9/18/2001,30.719845
9/19/2001,30.835182
9/20/2001,30.740206
9/21/2001,30.299202
9/24/2001,32.076721
9/25/2001,32.836582
9/26/2001,33.56929
9/27/2001,33.508221
9/28/2001,33.582859
10/1/2001,33.759254
10/2/2001,35.007591
10/3/2001,35.774239
10/4/2001,34.939754
10/5/2001,35.550346
10/8/2001,34.675148
10/9/2001,35.333252
10/10/2001,36.384827
10/11/2001,36.289841
10/12/2001,35.88958
10/15/2001,36.283054
10/16/2001,36.052391
10/17/2001,35.428219
10/18/2001,35.211136
10/19/2001,35.964184
10/22/2001,35.984558
10/23/2001,35.692818
10/24/2001,35.604626
10/25/2001,36.160954
10/26/2001,36.242352
10/29/2001,35.211136
10/30/2001,34.329144
10/31/2001,34.871914
11/1/2001,35.441788
11/2/2001,35.937065
11/5/2001,36.568012
11/6/2001,37.273575
11/7/2001,36.513733
11/8/2001,36.975082
11/9/2001,37.38213
11/12/2001,37.707798
11/13/2001,36.812233
11/14/2001,37.504242
11/15/2001,37.992748
11/16/2001,37.38213
11/19/2001,37.823116
11/20/2001,37.789204
11/21/2001,37.395706
11/22/2001,
11/23/2001,37.857056
11/26/2001,37.823116
11/27/2001,37.368572
11/28/2001,37.314301
11/29/2001,37.076843
11/30/2001,37.416073
12/3/2001,37.029343
12/4/2001,37.429615
12/5/2001,38.379448
12/6/2001,37.734924
12/7/2001,37.544956
12/10/2001,36.819023
12/11/2001,36.690117
12/12/2001,36.859737
12/13/2001,36.201645
12/14/2001,36.676567
12/17/2001,37.890961
12/18/2001,37.843483
12/19/2001,38.230694
12/20/2001,38.217087
12/21/2001,39.106964
12/24/2001,38.808079
12/25/2001,
12/26/2001,39.50095
12/27/2001,39.65041
12/28/2001,39.636822
12/31/2001,39.093361
1/1/2002,
1/2/2002,39.433018
1/3/2002,39.385483
1/4/2002,39.127365
1/7/2002,38.984703
1/8/2002,39.290367
1/9/2002,38.31218
1/10/2002,38.719761
1/11/2002,37.904606
1/14/2002,37.877438
1/15/2002,38.631454
1/16/2002,38.03368
1/17/2002,38.556728
1/18/2002,38.278217
1/21/2002,
1/22/2002,39.405853
1/23/2002,40.662552
1/24/2002,40.533485
1/25/2002,39.670765
1/28/2002,39.827023
1/29/2002,39.337921
1/30/2002,40.58783
1/31/2002,40.744076
2/1/2002,40.254955
2/4/2002,40.010414
2/5/2002,39.94249
2/6/2002,39.996853
2/7/2002,39.663994
2/8/2002,40.180244
2/11/2002,40.927471
2/12/2002,40.825584
2/13/2002,40.839161
2/14/2002,41.090511
2/15/2002,40.778027
2/18/2002,
2/19/2002,40.275352
2/20/2002,40.77124
2/21/2002,40.451962
2/22/2002,40.723686
2/25/2002,41.1992
2/26/2002,42.18417
2/27/2002,42.286068
2/28/2002,42.123039
3/1/2002,42.666466
3/4/2002,42.78194
3/5/2002,41.273907
3/6/2002,41.369003
3/7/2002,41.912449
3/8/2002,42.469467
3/11/2002,42.476261
3/12/2002,42.272461
3/13/2002,42.109444
3/14/2002,42.299644
3/15/2002,43.305
3/18/2002,43.16914
3/19/2002,43.108009
3/20/2002,42.968578
3/21/2002,42.302086
3/22/2002,42.200073
3/25/2002,41.676384
3/26/2002,42.281681
3/27/2002,42.16605
3/28/2002,41.69001
3/29/2002,
4/1/2002,40.506641
4/2/2002,40.078178
4/3/2002,39.853741
4/4/2002,40.316208
4/5/2002,40.220982
4/8/2002,40.656254
4/9/2002,40.873878
4/10/2002,41.193546
4/11/2002,40.921494
4/12/2002,41.642403
4/15/2002,40.758274
4/16/2002,40.80587
4/17/2002,40.323017
4/18/2002,39.547695
4/19/2002,40.078178
4/22/2002,39.139641
4/23/2002,39.479702
4/24/2002,39.071621
4/25/2002,38.765583
4/26/2002,37.949463
4/29/2002,38.221512
4/30/2002,37.990269
5/1/2002,38.629562
5/2/2002,38.527554
5/3/2002,37.575424
5/6/2002,36.718491
5/7/2002,37.412186
5/8/2002,38.350723
5/9/2002,37.398579
5/10/2002,36.494053
5/13/2002,37.432598
5/14/2002,39.030811
5/15/2002,38.609161
5/16/2002,39.683723
5/17/2002,39.670097
5/20/2002,39.309654
5/21/2002,38.493538
5/22/2002,38.629562
5/23/2002,38.296329
5/24/2002,37.759029
5/27/2002,
5/28/2002,37.262573
5/29/2002,37.085751
5/30/2002,36.718491
5/31/2002,36.793293
6/3/2002,36.147213
6/4/2002,36.725273
6/5/2002,37.378193
6/6/2002,36.793293
6/7/2002,37.017727
6/10/2002,38.357521
6/11/2002,38.391518
6/12/2002,39.649715
6/13/2002,38.425541
6/14/2002,38.731586
6/17/2002,39.656525
6/18/2002,39.819729
6/19/2002,39.094509
6/20/2002,38.474819
6/21/2002,37.439751
6/24/2002,37.964081
6/25/2002,37.52145
6/26/2002,37.875557
6/27/2002,39.291985
6/28/2002,37.460178
7/1/2002,37.044785
7/2/2002,36.377422
7/3/2002,37.480602
7/4/2002,
7/5/2002,38.134327
7/8/2002,37.861935
7/9/2002,37.215015
7/10/2002,36.608955
7/11/2002,36.894966
7/12/2002,35.989288
7/15/2002,36.391037
7/16/2002,33.966793
7/17/2002,32.856804
7/18/2002,32.284794
7/19/2002,31.665115
7/22/2002,30.371275
7/23/2002,30.711739
7/24/2002,32.645714
7/25/2002,32.005619
7/26/2002,32.809155
7/29/2002,33.728439
7/30/2002,33.449242
7/31/2002,33.490112
8/1/2002,32.277985
8/2/2002,31.392729
8/5/2002,31.052248
8/6/2002,32.196266
8/7/2002,32.945328
8/8/2002,33.496933
8/9/2002,33.503712
8/12/2002,32.965778
8/13/2002,33.170055
8/14/2002,35.832649
8/15/2002,37.255871
8/16/2002,36.629383
8/19/2002,37.242264
8/20/2002,36.622578
8/21/2002,36.833675
8/22/2002,36.942631
8/23/2002,36.220802
8/26/2002,36.363823
8/27/2002,36.173138
8/28/2002,36.363823
8/29/2002,36.227596
8/30/2002,36.418285
9/2/2002,
9/3/2002,35.321922
9/4/2002,35.641968
9/5/2002,34.688625
9/6/2002,35.941601
9/9/2002,36.282082
9/10/2002,37.303547
9/11/2002,36.908581
9/12/2002,36.173138
9/13/2002,37.044785
9/16/2002,37.283119
9/17/2002,36.949429
9/18/2002,37.082409
9/19/2002,36.618721
9/20/2002,37.300636
9/23/2002,35.86861
9/24/2002,35.111683
9/25/2002,35.486736
9/26/2002,36.625542
9/27/2002,34.941216
9/30/2002,33.577381
10/1/2002,35.261692
10/2/2002,34.99575
10/3/2002,34.845745
10/4/2002,35.28899
10/7/2002,34.334316
10/8/2002,35.86861
10/9/2002,34.600258
10/10/2002,35.213985
10/11/2002,36.707375
10/14/2002,36.925575
10/15/2002,38.384869
10/16/2002,38.705364
10/17/2002,37.730236
10/18/2002,38.378044
10/21/2002,38.459888
10/22/2002,38.255302
10/23/2002,39.025875
10/24/2002,38.507595
10/25/2002,39.094051
10/28/2002,38.234867
10/29/2002,38.507595
10/30/2002,36.686901
10/31/2002,36.516422
11/1/2002,37.198349
11/4/2002,36.448238
11/5/2002,37.109688
11/6/2002,37.055149
11/7/2002,36.823284
11/8/2002,36.84375
11/11/2002,36.141384
11/12/2002,36.720993
11/13/2002,37.491562
11/14/2002,37.893898
11/15/2002,37.839344
11/18/2002,36.605087
11/19/2002,36.086819
11/20/2002,37.096066
11/21/2002,36.789192
11/22/2002,36.659618
11/25/2002,36.700546
11/26/2002,36.305027
11/27/2002,37.396088
11/28/2002,
11/29/2002,36.755104
12/2/2002,37.082409
12/3/2002,36.775543
12/4/2002,37.123337
12/5/2002,36.155014
12/6/2002,36.168652
12/9/2002,35.35717
12/10/2002,35.793598
12/11/2002,35.459469
12/12/2002,35.036682
12/13/2002,34.463886
12/16/2002,35.418545
12/17/2002,34.736637
12/18/2002,34.405426
12/19/2002,34.255184
12/20/2002,34.685406
12/23/2002,33.865913
12/24/2002,33.941036
12/25/2002,
12/26/2002,33.982014
12/27/2002,33.572254
12/30/2002,34.58297
12/31/2002,34.494209
1/1/2003,
1/2/2003,35.238583
1/3/2003,34.14592
1/6/2003,34.275673
1/7/2003,34.460049
1/8/2003,34.139076
1/9/2003,35.457119
1/10/2003,35.252232
1/13/2003,35.020046
1/14/2003,35.108826
1/15/2003,34.548847
1/16/2003,34.350777
1/17/2003,34.125427
1/20/2003,
1/21/2003,33.469826
1/22/2003,32.827892
1/23/2003,33.169331
1/24/2003,32.302013
1/27/2003,32.165459
1/28/2003,32.903011
1/29/2003,32.848366
1/30/2003,32.486408
1/31/2003,32.643486
2/3/2003,32.827892
2/4/2003,32.1996
2/5/2003,31.9196
2/6/2003,31.953741
2/7/2003,31.953741
2/10/2003,32.110825
2/11/2003,32.267902
2/12/2003,32.677639
2/13/2003,32.534222
2/14/2003,33.565426
2/17/2003,
2/18/2003,33.517628
2/19/2003,33.305931
2/20/2003,32.834705
2/21/2003,33.394703
2/24/2003,32.534222
2/25/2003,33.073742
2/26/2003,32.663979
2/27/2003,32.889332
2/28/2003,32.821045
3/3/2003,32.63665
3/4/2003,32.02887
3/5/2003,32.698116
3/6/2003,32.370331
3/7/2003,32.862015
3/10/2003,32.185936
3/11/2003,31.960566
3/12/2003,32.438618
3/13/2003,33.838593
3/14/2003,33.708858
3/17/2003,35.491264
3/18/2003,35.682476
3/19/2003,36.291321
3/20/2003,36.332359
3/21/2003,37.399551
3/24/2003,35.928753
3/25/2003,36.578659
3/26/2003,36.482872
3/27/2003,36.626526
3/28/2003,36.346043
3/31/2003,35.593555
4/1/2003,35.860336
4/2/2003,36.98909
4/3/2003,36.975418
4/4/2003,37.351681
4/7/2003,37.16013
4/8/2003,37.324299
4/9/2003,36.735989
4/10/2003,37.338001
4/11/2003,36.243416
4/14/2003,36.017693
4/15/2003,37.823685
4/16/2003,37.310635
4/17/2003,37.905785
4/18/2003,
4/21/2003,37.611629
4/22/2003,38.30257
4/23/2003,38.295727
4/24/2003,37.700565
4/25/2003,37.625324
4/28/2003,38.370979
4/29/2003,38.706184
4/30/2003,38.528305
5/1/2003,38.268372
5/2/2003,38.412033
5/5/2003,38.022087
5/6/2003,38.247849
5/7/2003,37.680042
5/8/2003,37.632153
5/9/2003,38.172592
5/12/2003,38.788269
5/13/2003,37.960518
5/14/2003,36.872822
5/15/2003,36.777023
5/16/2003,36.202385
5/19/2003,35.894554
5/20/2003,36.127151
5/21/2003,35.976654
5/22/2003,36.188709
5/23/2003,35.573025
5/26/2003,
5/27/2003,35.915066
5/28/2003,36.496544
5/29/2003,36.127151
5/30/2003,35.990318
6/2/2003,35.887691
6/3/2003,36.154503
6/4/2003,36.845444
6/5/2003,37.365341
6/6/2003,36.681259
6/9/2003,36.797546
6/10/2003,37.461128
6/11/2003,37.892101
6/12/2003,37.645855
6/13/2003,36.995934
6/16/2003,37.796349
6/17/2003,37.666359
6/18/2003,37.851372
6/19/2003,37.337471
6/20/2003,37.179852
6/23/2003,36.823544
6/24/2003,37.41283
6/25/2003,37.125046
6/26/2003,37.268929
6/27/2003,36.864647
6/30/2003,36.775566
7/1/2003,37.241508
7/2/2003,38.187126
7/3/2003,37.659515
7/4/2003,
7/7/2003,38.748997
7/8/2003,38.851776
7/9/2003,38.207657
7/10/2003,38.118607
7/11/2003,38.735294
7/14/2003,38.817528
7/15/2003,39.276619
7/16/2003,38.817528
7/17/2003,38.235077
7/18/2003,39.057358
7/21/2003,38.344719
7/22/2003,38.988831
7/23/2003,38.714745
7/24/2003,38.118607
7/25/2003,38.502316
7/28/2003,38.48177
7/29/2003,38.022659
7/30/2003,38.303616
7/31/2003,38.310463
8/1/2003,37.871925
8/4/2003,38.255661
8/5/2003,37.892483
8/6/2003,38.193974
8/7/2003,39.057358
8/8/2003,39.584961
8/11/2003,39.537006
8/12/2003,40.290752
8/13/2003,39.790535
8/14/2003,39.694595
8/15/2003,39.811081
8/18/2003,40.372974
8/19/2003,40.345558
8/20/2003,40.277039
8/21/2003,40.557964
8/22/2003,40.016663
8/25/2003,40.496315
8/26/2003,40.496315
8/27/2003,40.503155
8/28/2003,40.633362
8/29/2003,40.544277
9/1/2003,
9/2/2003,41.058178
9/3/2003,41.099297
9/4/2003,41.16782
9/5/2003,40.352409
9/8/2003,40.146843
9/9/2003,39.098454
9/10/2003,38.954567
9/11/2003,39.399956
9/12/2003,39.386246
9/15/2003,39.57127
9/16/2003,40.030346
9/17/2003,39.461632
9/18/2003,40.078327
9/19/2003,39.838497
9/22/2003,39.105335
9/23/2003,39.482185
9/24/2003,38.79697
9/25/2003,38.981972
9/26/2003,38.920303
9/29/2003,39.214951
9/30/2003,38.26936
10/1/2003,39.098454
10/2/2003,39.160217
10/3/2003,39.448486
10/6/2003,39.798496
10/7/2003,40.423019
10/8/2003,40.162235
10/9/2003,40.464191
10/10/2003,40.093601
10/13/2003,40.45734
10/14/2003,40.718117
10/15/2003,40.539692
10/16/2003,40.759312
10/17/2003,40.381836
10/20/2003,40.491657
10/21/2003,40.471066
10/22/2003,39.970055
10/23/2003,40.285755
10/24/2003,39.880829
10/27/2003,39.661221
10/28/2003,40.326931
10/29/2003,40.388718
10/30/2003,40.354397
10/31/2003,40.45734
11/3/2003,40.519104
11/4/2003,40.258301
11/5/2003,39.750446
11/6/2003,40.223999
11/7/2003,40.093601
11/10/2003,39.887714
11/11/2003,39.997524
11/12/2003,39.777882
11/13/2003,38.103329
11/14/2003,37.746452
11/17/2003,37.746452
11/18/2003,37.554279
11/19/2003,37.890575
11/20/2003,37.794487
11/21/2003,37.616058
11/24/2003,38.487656
11/25/2003,38.460197
11/26/2003,38.226871
11/27/2003,
11/28/2003,38.185684
12/1/2003,37.403316
12/2/2003,36.387581
12/3/2003,36.161102
12/4/2003,36.387581
12/5/2003,36.703274
12/8/2003,36.648361
12/9/2003,36.106209
12/10/2003,36.339542
12/11/2003,36.24345
12/12/2003,36.030704
12/15/2003,34.822823
12/16/2003,35.268913
12/17/2003,35.681419
12/18/2003,36.16267
12/19/2003,35.99078
12/22/2003,36.485783
12/23/2003,36.279541
12/24/2003,36.05267
12/25/2003,
12/26/2003,36.107658
12/29/2003,36.368919
12/30/2003,36.286423
12/31/2003,36.472027
1/1/2004,
1/2/2004,35.956406
1/5/2004,35.832664
1/6/2004,36.67141
1/7/2004,36.767673
1/8/2004,36.616417
1/9/2004,36.025158
1/12/2004,36.100803
1/13/2004,36.272659
1/14/2004,36.533924
1/15/2004,36.774548
1/16/2004,36.767673
1/19/2004,
1/20/2004,36.403286
1/21/2004,36.747032
1/22/2004,36.56142
1/23/2004,37.269547
1/26/2004,37.544529
1/27/2004,37.420799
1/28/2004,36.623276
1/29/2004,37.455166
1/30/2004,37.022049
2/2/2004,37.599556
2/3/2004,37.81955
2/4/2004,38.08078
2/5/2004,38.672066
2/6/2004,39.586441
2/9/2004,39.407681
2/10/2004,39.552059
2/11/2004,39.235821
2/12/2004,39.173931
2/13/2004,38.720177
2/16/2004,
2/17/2004,39.545174
2/18/2004,39.325172
2/19/2004,40.136436
2/20/2004,40.858315
2/23/2004,41.284546
2/24/2004,41.215797
2/25/2004,41.167683
2/26/2004,40.837692
2/27/2004,40.947693
3/1/2004,41.559559
3/2/2004,40.940823
3/3/2004,41.497677
3/4/2004,41.972076
3/5/2004,41.415203
3/8/2004,41.566448
3/9/2004,41.442696
3/10/2004,40.397682
3/11/2004,39.806431
3/12/2004,40.205177
3/15/2004,39.806431
3/16/2004,39.854572
3/17/2004,40.205971
3/18/2004,40.612503
3/19/2004,40.378235
3/22/2004,40.033714
3/23/2004,40.109516
3/24/2004,40.364452
3/25/2004,41.218868
3/26/2004,40.936352
3/29/2004,41.432484
3/30/2004,41.342907
3/31/2004,41.129288
4/1/2004,40.205971
4/2/2004,40.378235
4/5/2004,40.405811
4/6/2004,40.667629
4/7/2004,39.951023
4/8/2004,39.062149
4/9/2004,
4/12/2004,39.51004
4/13/2004,38.910553
4/14/2004,39.565163
4/15/2004,39.820099
4/16/2004,40.267979
4/19/2004,40.219769
4/20/2004,40.033714
4/21/2004,40.205971
4/22/2004,40.378235
4/23/2004,40.633186
4/26/2004,40.061279
4/27/2004,40.378235
4/28/2004,39.951023
4/29/2004,39.668514
4/30/2004,39.275764
5/3/2004,38.958805
5/4/2004,38.586712
5/5/2004,38.490242
5/6/2004,37.608265
5/7/2004,37.139717
5/10/2004,38.049229
5/11/2004,37.573814
5/12/2004,37.939011
5/13/2004,38.069942
5/14/2004,37.939011
5/17/2004,37.690956
5/18/2004,38.04237
5/19/2004,37.835163
5/20/2004,37.876598
5/21/2004,38.049263
5/24/2004,37.980198
5/25/2004,38.325542
5/26/2004,38.180481
5/27/2004,38.657066
5/28/2004,38.491306
5/31/2004,
6/1/2004,38.291004
6/2/2004,38.919518
6/3/2004,39.092182
6/4/2004,39.085281
6/7/2004,39.713783
6/8/2004,39.8381
6/9/2004,39.389187
6/10/2004,39.506588
6/11/2004,
6/14/2004,38.940243
6/15/2004,39.168144
6/16/2004,38.760662
6/17/2004,38.574173
6/18/2004,38.415318
6/21/2004,37.938763
6/22/2004,37.337868
6/23/2004,36.985641
6/24/2004,36.709373
6/25/2004,36.267326
6/28/2004,36.232796
6/29/2004,35.901268
6/30/2004,36.260414
7/1/2004,35.749321
7/2/2004,35.866734
7/5/2004,
7/6/2004,35.970337
7/7/2004,36.136105
7/8/2004,36.03941
7/9/2004,35.749321
